filedFor,cik,ticker,no_shares,value,industry
2010-06-30,36270,MTB,5363821,455657000,Financial Services
2010-06-30,39899,TGNA,1740231,23424000,Communication Services
2010-06-30,40545,GE,7777900,112157000,Industrials
2010-06-30,50485,IR,5636600,194386000,Industrials
2010-06-30,60667,LOW,6500000,132730000,Consumer Cyclical
2010-06-30,70858,BAC,5000000,71850000,Financial Services
2010-06-30,757011,USG1,17072192,206232000,Unknown
2010-06-30,78214,COP,29109637,1428992000,Energy
2010-06-30,798354,FI,4400000,200904000,Technology
2010-06-30,800921,NSRGY,3400000,164585000,Consumer Defensive
2010-06-30,80424,PG,78071036,4682699000,Consumer Defensive
2010-06-30,809697,UPS,1429200,81307000,Industrials
2010-06-30,922812,AXP,151610700,6018944000,Financial Services
2010-09-30,104169,WMT,39037142,2089268000,Consumer Defensive
2010-09-30,104889,GHC,1727765,690087000,Consumer Defensive
2010-09-30,105598,WFC,336408845,8448907000,Financial Services
2010-09-30,105729,WSC1,5703087,2042561000,Unknown
2010-09-30,1059556,DUT,28873756,721267000,Unknown
2010-09-30,10795,BDX,1889889,140041000,Healthcare
2010-09-30,1103982,MDLZ,105214584,3246922000,Consumer Defensive
2010-09-30,1121404,SNY,4063675,135117000,Healthcare
2010-09-30,1131399,GSK,1510500,59695000,Healthcare
2010-09-30,1179484,CDCO,1538377,13846000,Unknown
2010-09-30,1298341,NLC,6142300,154847000,Unknown
2010-09-30,1390777,BK,1992759,52070000,Financial Services
2010-09-30,1393231,COST,4333363,279459000,Consumer Defensive
2010-09-30,200406,JNJ,42624563,2641018000,Healthcare
2010-09-30,21344,KO,200000000,11704001000,Consumer Defensive
2010-09-30,22301,CMCSA,186897,3179000,Communication Services
2010-09-30,320187,NKE,3642929,291944000,Consumer Cyclical
2010-09-30,320335,GL,2823879,150062000,Financial Services
2010-09-30,34088,XOM,421800,26063000,Energy
2010-09-30,36104,USB,69039426,1492632000,Financial Services
2010-09-30,36270,MTB,5363821,438814000,Financial Services
2010-09-30,39899,TGNA,1740231,21283000,Communication Services
2010-09-30,40545,GE,7777900,126391000,Industrials
2010-09-30,50485,IR,636600,22712000,Industrials
2010-09-30,60667,LOW,6500000,144885000,Consumer Cyclical
2010-09-30,70858,BAC,5000000,65512000,Financial Services
2010-09-30,757011,USG1,17072192,225182000,Unknown
2010-09-30,78214,COP,29109637,1671766000,Energy
2010-09-30,798354,FI,3910800,210479000,Technology
2010-09-30,800921,NSRGY,3400000,182189000,Consumer Defensive
2010-09-30,80424,PG,76766036,4603660000,Consumer Defensive
2010-09-30,809697,UPS,1429200,95313000,Industrials
2010-09-30,922812,AXP,151610700,6372197000,Financial Services
2010-12-31,104169,WMT,39037142,2105273000,Consumer Defensive
2010-12-31,104889,GHC,1727765,759354000,Consumer Defensive
2010-12-31,105598,WFC,342623925,10617915000,Financial Services
2010-12-31,105729,WSC1,5703087,2101074000,Unknown
2010-12-31,1059556,DUT,28415250,754141000,Unknown
2010-12-31,1103982,MDLZ,105214584,3315311000,Consumer Defensive
2010-12-31,1121404,SNY,4063675,130972000,Healthcare
2010-12-31,1131399,GSK,1510500,59242000,Healthcare
2010-12-31,1179484,CDCO,1538377,13846000,Unknown
2010-12-31,1390777,BK,1793915,54176000,Financial Services
2010-12-31,1393231,COST,4333363,312912000,Consumer Defensive
2010-12-31,200406,JNJ,42624563,2636330000,Healthcare
2010-12-31,21344,KO,200000000,13154000000,Consumer Defensive
2010-12-31,320335,GL,2823879,168698000,Financial Services
2010-12-31,34088,XOM,421800,30842000,Energy
2010-12-31,36104,USB,69039426,1861994000,Financial Services
2010-12-31,36270,MTB,5363821,466920000,Financial Services
2010-12-31,39899,TGNA,1740231,26260000,Communication Services
2010-12-31,40545,GE,7777900,142258000,Industrials
2010-12-31,50485,IR,636600,29949000,Industrials
2010-12-31,757011,USG1,17072192,287325000,Unknown
2010-12-31,78214,COP,29109637,1982366000,Energy
2010-12-31,80424,PG,76766036,4938358000,Consumer Defensive
2010-12-31,809697,UPS,1429200,103731000,Industrials
2010-12-31,922812,AXP,151610700,6507132000,Financial Services
2011-03-31,104169,WMT,39037142,2031883000,Consumer Defensive
2011-03-31,104889,GHC,1727765,756001000,Consumer Defensive
2011-03-31,105598,WFC,342623925,10864604000,Financial Services
2011-03-31,105729,WSC1,5703087,2219641000,Unknown
2011-03-31,1059556,DUT,28415250,963561000,Unknown
2011-03-31,1103982,MDLZ,105214584,3299529000,Consumer Defensive
2011-03-31,1121404,SNY,4063675,143123000,Healthcare
2011-03-31,1131399,GSK,1510500,58018000,Healthcare
2011-03-31,1141391,MA,216000,54372000,Financial Services
2011-03-31,1179484,CDCO,1538377,14229000,Unknown
2011-03-31,1390777,BK,1793915,53584000,Financial Services
2011-03-31,1393231,COST,4333363,317722000,Consumer Defensive
2011-03-31,200406,JNJ,42624563,2525506000,Healthcare
2011-03-31,21344,KO,200000000,13268001000,Consumer Defensive
2011-03-31,320335,GL,2823879,187732000,Financial Services
2011-03-31,34088,XOM,421800,35486000,Energy
2011-03-31,36104,USB,69039426,1824712000,Financial Services
2011-03-31,36270,MTB,5363821,474537000,Financial Services
2011-03-31,39899,TGNA,1740231,26504000,Communication Services
2011-03-31,40545,GE,7777900,155947000,Industrials
2011-03-31,50485,IR,636600,30725000,Industrials
2011-03-31,757011,USG1,17072192,284423000,Unknown
2011-03-31,78214,COP,29101637,2324057000,Energy
2011-03-31,80424,PG,76766036,4728788000,Consumer Defensive
2011-03-31,809697,UPS,1429200,106218000,Industrials
2011-03-31,922812,AXP,151610700,6852803000,Financial Services
2011-06-30,104169,WMT,39037142,2074433000,Consumer Defensive
2011-06-30,104889,GHC,1727765,723848000,Consumer Defensive
2011-06-30,105598,WFC,352327608,9886312000,Financial Services
2011-06-30,1059556,DUT,28415250,1089725000,Unknown
2011-06-30,1103982,MDLZ,99467624,3504245000,Consumer Defensive
2011-06-30,1121404,SNY,4063675,163238000,Healthcare
2011-06-30,1131399,GSK,1510500,64800000,Healthcare
2011-06-30,1141391,MA,405000,122043000,Financial Services
2011-06-30,1179484,CDCO,1538377,9583000,Unknown
2011-06-30,1390777,BK,1793915,45960000,Financial Services
2011-06-30,1393231,COST,4333363,352042000,Consumer Defensive
2011-06-30,1442145,VRSK,2101125,72741000,Industrials
2011-06-30,200406,JNJ,42624563,2835387000,Healthcare
2011-06-30,21344,KO,200000000,13457999000,Consumer Defensive
2011-06-30,29534,DG,1497800,50760000,Consumer Defensive
2011-06-30,320335,GL,2823879,181124000,Financial Services
2011-06-30,34088,XOM,421800,34326000,Energy
2011-06-30,36104,USB,69039426,1761196000,Financial Services
2011-06-30,36270,MTB,5363821,471749000,Financial Services
2011-06-30,39899,TGNA,1740231,24920000,Communication Services
2011-06-30,40545,GE,7777900,146691000,Industrials
2011-06-30,50485,IR,636600,28881000,Industrials
2011-06-30,757011,USG1,17072192,244815000,Unknown
2011-06-30,78214,COP,29101637,2188152000,Energy
2011-06-30,80424,PG,76766036,4880018000,Consumer Defensive
2011-06-30,809697,UPS,1429200,104232000,Industrials
2011-06-30,922812,AXP,151610700,7838273000,Financial Services
2011-09-30,104169,WMT,39037142,2026027000,Consumer Defensive
2011-09-30,104889,GHC,1727765,564928000,Consumer Defensive
2011-09-30,105598,WFC,361369808,8716240000,Financial Services
2011-09-30,1059556,DUT,28415250,865245000,Unknown
2011-09-30,1103982,MDLZ,89746708,3013695000,Consumer Defensive
2011-09-30,1121404,SNY,4063675,133289000,Healthcare
2011-09-30,1131399,GSK,1510500,62369000,Healthcare
2011-09-30,1141391,MA,405000,128450000,Financial Services
2011-09-30,1179484,CDCO,1538377,9384000,Unknown
2011-09-30,1390777,BK,1793915,33349000,Financial Services
2011-09-30,1393231,COST,4333363,355899000,Consumer Defensive
2011-09-30,1403161,V,2291708,196445000,Financial Services
2011-09-30,1442145,VRSK,4202250,146112000,Industrials
2011-09-30,1465112,DTV1,4249400,179622000,Unknown
2011-09-30,200406,JNJ,37446788,2384985000,Healthcare
2011-09-30,21344,KO,200000000,13512000000,Consumer Defensive
2011-09-30,29534,DG,4497247,169816000,Consumer Defensive
2011-09-30,320335,GL,4235818,147660000,Financial Services
2011-09-30,34088,XOM,421800,30635000,Energy
2011-09-30,36104,USB,69039426,1625188000,Financial Services
2011-09-30,36270,MTB,5382040,376204000,Financial Services
2011-09-30,39899,TGNA,1740231,16584000,Communication Services
2011-09-30,40545,GE,7777900,118380000,Industrials
2011-09-30,50485,IR,636600,17865000,Industrials
2011-09-30,50863,INTC,9333000,199167000,Technology
2011-09-30,64803,CVS,5661000,190153000,Healthcare
2011-09-30,750556,GD,3064422,174335000,Industrials
2011-09-30,757011,USG1,17072192,114896000,Unknown
2011-09-30,78214,COP,29100937,1842671000,Energy
2011-09-30,80424,PG,76766036,4850077000,Consumer Defensive
2011-09-30,809697,UPS,1429200,90254000,Industrials
2011-09-30,851397,IBM,57348984,10028617000,Technology
2011-09-30,922812,AXP,151610700,6807319000,Financial Services
2011-12-31,104169,WMT,39037142,2332860000,Consumer Defensive
2011-12-31,104889,GHC,1727765,651039000,Consumer Defensive
2011-12-31,105598,WFC,383703628,10574872000,Financial Services
2011-12-31,1059556,DUT,28415250,957025000,Unknown
2011-12-31,1103982,MDLZ,87034713,3251616000,Consumer Defensive
2011-12-31,1121404,SNY,4063675,148487000,Healthcare
2011-12-31,1131399,GSK,1510500,68924000,Healthcare
2011-12-31,1141391,MA,405000,150992000,Financial Services
2011-12-31,1179484,CDCO,1538377,9075000,Unknown
2011-12-31,1390777,BK,1793915,35717000,Financial Services
2011-12-31,1393231,COST,4333363,361056000,Consumer Defensive
2011-12-31,1403161,V,2865008,290884000,Financial Services
2011-12-31,1442145,VRSK,3445029,138249000,Industrials
2011-12-31,1465112,DTV1,20348400,870098000,Unknown
2011-12-31,1507934,STRZA,1701400,132794000,Unknown
2011-12-31,200406,JNJ,29018127,1903009000,Healthcare
2011-12-31,21344,KO,200000000,13994002000,Consumer Defensive
2011-12-31,29534,DG,4497247,185017000,Consumer Defensive
2011-12-31,320335,GL,4235818,183791000,Financial Services
2011-12-31,36104,USB,69039426,1867516000,Financial Services
2011-12-31,36270,MTB,5382040,410865000,Financial Services
2011-12-31,39899,TGNA,1740231,23267000,Communication Services
2011-12-31,40545,GE,7777900,139302000,Industrials
2011-12-31,50485,IR,636600,19379000,Industrials
2011-12-31,50863,INTC,11495000,278754000,Technology
2011-12-31,64803,CVS,7106500,289803000,Healthcare
2011-12-31,750556,GD,3877122,257480000,Industrials
2011-12-31,757011,USG1,17072192,173453000,Unknown
2011-12-31,78214,COP,29100937,2120585000,Energy
2011-12-31,80424,PG,76766036,5121062000,Consumer Defensive
2011-12-31,809697,UPS,1429200,104603000,Industrials
2011-12-31,851397,IBM,63905931,11751023000,Technology
2011-12-31,922812,AXP,151610700,7151476000,Financial Services
2011-12-31,927066,TRL,2684500,203512000,Unknown
2012-03-31,104169,WMT,46708142,2858538000,Consumer Defensive
2012-03-31,104889,GHC,1727765,645441000,Consumer Defensive
2012-03-31,105598,WFC,394334928,13462596000,Financial Services
2012-03-31,1059556,DUT,28415250,1196282000,Unknown
2012-03-31,1103982,MDLZ,78017165,2965432000,Consumer Defensive
2012-03-31,1121404,SNY,4063675,157467000,Healthcare
2012-03-31,1131399,GSK,1510500,67837000,Healthcare
2012-03-31,1141391,MA,405000,170319000,Financial Services
2012-03-31,1339947,VIAB,1591670,75541000,Unknown
2012-03-31,1390777,BK,5607466,135308000,Financial Services
2012-03-31,1393231,COST,4333363,393469000,Consumer Defensive
2012-03-31,1403161,V,2865008,338071000,Financial Services
2012-03-31,1442145,VRSK,2230148,104750000,Industrials
2012-03-31,1465112,DTV1,22999600,1134800000,Unknown
2012-03-31,1466258,TT,636000,26299000,Industrials
2012-03-31,1467858,GM,10000000,256500000,Consumer Cyclical
2012-03-31,1507934,STRZA,3000000,264450000,Unknown
2012-03-31,200406,JNJ,29018127,1914036000,Healthcare
2012-03-31,21344,KO,200000000,14802000000,Consumer Defensive
2012-03-31,29534,DG,3637164,168037000,Consumer Defensive
2012-03-31,320335,GL,4235818,211156000,Financial Services
2012-03-31,36104,USB,69039326,2187165000,Financial Services
2012-03-31,36270,MTB,5382040,467591000,Financial Services
2012-03-31,39899,TGNA,1740231,26678000,Communication Services
2012-03-31,40545,GE,7777900,156102000,Industrials
2012-03-31,50863,INTC,7745000,217751000,Technology
2012-03-31,64803,CVS,7106500,318371000,Healthcare
2012-03-31,750556,GD,3877122,284503000,Industrials
2012-03-31,757011,USG1,17072192,293642000,Unknown
2012-03-31,78214,COP,29100937,2211963000,Energy
2012-03-31,80424,PG,73254136,4923411000,Consumer Defensive
2012-03-31,809697,UPS,1429200,115365000,Industrials
2012-03-31,851397,IBM,64395700,13436163000,Technology
2012-03-31,922812,AXP,151610700,8772196000,Financial Services
2012-03-31,927066,TRL,6000000,541020000,Unknown
2012-06-30,1021860,NOV,2841200,183087000,Energy
2012-06-30,104169,WMT,46708142,3256491000,Consumer Defensive
2012-06-30,104889,GHC,1727765,645874000,Consumer Defensive
2012-06-30,105598,WFC,411045245,13745352000,Financial Services
2012-06-30,1059556,DUT,28415250,1038577000,Unknown
2012-06-30,1103982,MDLZ,58826390,2271875000,Consumer Defensive
2012-06-30,1121404,SNY,4063675,153526000,Healthcare
2012-06-30,1131399,GSK,1510500,68833000,Healthcare
2012-06-30,1141391,MA,405000,174195000,Financial Services
2012-06-30,1339947,VIAB,6813200,320357000,Unknown
2012-06-30,1390777,BK,18719515,410893000,Financial Services
2012-06-30,1393231,COST,4333363,411669000,Consumer Defensive
2012-06-30,1403161,V,2079659,257108000,Financial Services
2012-06-30,1442145,VRSK,1871871,92208000,Industrials
2012-06-30,1465112,DTV1,28420700,1387498000,Unknown
2012-06-30,1466258,TT,20400,860000,Industrials
2012-06-30,1467858,GM,10000000,197200000,Consumer Cyclical
2012-06-30,1507934,STRZA,5500000,483505000,Unknown
2012-06-30,1534701,PSX,27163918,902928000,Energy
2012-06-30,200406,JNJ,10333128,698105000,Healthcare
2012-06-30,21344,KO,200000000,15637999000,Consumer Defensive
2012-06-30,29534,DG,3320885,180623000,Consumer Defensive
2012-06-30,320335,GL,4235818,214120000,Financial Services
2012-06-30,36104,USB,66000713,2122583000,Financial Services
2012-06-30,36270,MTB,5382040,444395000,Financial Services
2012-06-30,39899,TGNA,1740231,25634000,Communication Services
2012-06-30,40545,GE,5008625,104380000,Industrials
2012-06-30,58361,LEE,3225822,5226000,Communication Services
2012-06-30,64803,CVS,5301916,247759000,Healthcare
2012-06-30,750556,GD,3877122,255735000,Industrials
2012-06-30,757011,USG1,17072192,325225000,Unknown
2012-06-30,78214,COP,28868637,1613180000,Energy
2012-06-30,80424,PG,59602203,3650635000,Consumer Defensive
2012-06-30,809697,UPS,261900,20627000,Industrials
2012-06-30,851397,IBM,66645396,13034507000,Technology
2012-06-30,922812,AXP,151610700,8825260000,Financial Services
2012-06-30,927066,TRL,9300000,913353000,Unknown
2012-09-30,1021860,NOV,4186800,335405000,Energy
2012-09-30,104169,WMT,46708142,3447061000,Consumer Defensive
2012-09-30,104889,GHC,1727765,627230000,Consumer Defensive
2012-09-30,105598,WFC,422549545,14590638000,Financial Services
2012-09-30,1059556,DUT,28415250,1255102000,Unknown
2012-09-30,1103982,MDLZ,30464350,1259700000,Consumer Defensive
2012-09-30,1121404,SNY,4063675,174981000,Healthcare
2012-09-30,1131399,GSK,1510500,69846000,Healthcare
2012-09-30,1141391,MA,405000,182849000,Financial Services
2012-09-30,1339947,VIAB,7607200,407670000,Unknown
2012-09-30,1390777,BK,19633915,444119000,Financial Services
2012-09-30,1390844,WBC1EUR,1599064,92235000,Unknown
2012-09-30,1393231,COST,4333363,434030000,Consumer Defensive
2012-09-30,1403161,V,1555459,208867000,Financial Services
2012-09-30,1442145,VRSK,1563434,74435000,Industrials
2012-09-30,1465112,DTV1,29555600,1549896000,Unknown
2012-09-30,1467858,GM,15000000,341250000,Consumer Cyclical
2012-09-30,1507934,STRZA,5500000,572440000,Unknown
2012-09-30,1534701,PSX,27163918,1259591000,Energy
2012-09-30,200406,JNJ,492028,33905000,Healthcare
2012-09-30,21344,KO,400000000,15172000000,Consumer Defensive
2012-09-30,216539,MEG1,4646220,24067000,Unknown
2012-09-30,315189,DE,3978767,328129000,Industrials
2012-09-30,320335,GL,4235818,217509000,Financial Services
2012-09-30,36104,USB,61264601,2101375000,Financial Services
2012-09-30,36270,MTB,5382040,512155000,Financial Services
2012-09-30,39899,TGNA,1740231,30889000,Communication Services
2012-09-30,40545,GE,588900,13374000,Industrials
2012-09-30,58361,LEE,1130720,1673000,Communication Services
2012-09-30,750556,GD,3877122,256355000,Industrials
2012-09-30,757011,USG1,17072192,374735000,Unknown
2012-09-30,78214,COP,24123911,1379405000,Energy
2012-09-30,79958,PCP,1248901,203996000,Unknown
2012-09-30,80424,PG,52793078,3661728000,Consumer Defensive
2012-09-30,809697,UPS,59400,4251000,Industrials
2012-09-30,851397,IBM,67517896,14006587000,Technology
2012-09-30,922812,AXP,151610700,8620585000,Financial Services
2012-09-30,927066,TRL,10197569,1056570000,Unknown
2012-12-31,1014473,VRSN,3685700,143079000,Technology
2012-12-31,1021860,NOV,5294800,361899000,Energy
2012-12-31,104169,WMT,47501182,3241007000,Consumer Defensive
2012-12-31,104889,GHC,1727765,630997000,Consumer Defensive
2012-12-31,105598,WFC,439857861,15034342000,Financial Services
2012-12-31,1059556,DUT,28415250,1429855000,Unknown
2012-12-31,1103982,MDLZ,12840450,326831000,Consumer Defensive
2012-12-31,1121404,SNY,4063675,192537000,Healthcare
2012-12-31,1131399,GSK,1510500,65661000,Healthcare
2012-12-31,1141391,MA,405000,198968000,Financial Services
2012-12-31,1339947,VIAB,7607200,401204000,Unknown
2012-12-31,1390777,BK,19633915,504592000,Financial Services
2012-12-31,1390844,WBC1EUR,4071925,265448000,Unknown
2012-12-31,1393231,COST,4333363,427833000,Consumer Defensive
2012-12-31,1403161,V,1555459,235776000,Financial Services
2012-12-31,1442145,VRSK,1563434,79688000,Industrials
2012-12-31,1465112,DTV1,34037500,1707321000,Unknown
2012-12-31,1467858,GM,25000000,720750000,Consumer Cyclical
2012-12-31,1507934,STRZA,5622340,652248000,Unknown
2012-12-31,1534701,PSX,27163918,1442404000,Energy
2012-12-31,1545158,KRFT,1668714,75877000,Unknown
2012-12-31,200406,JNJ,327100,22930000,Healthcare
2012-12-31,21344,KO,400000000,14500000000,Consumer Defensive
2012-12-31,216539,MEG1,4646220,19979000,Unknown
2012-12-31,315032,ADM,5956600,163151000,Consumer Defensive
2012-12-31,315189,DE,3978767,343845000,Industrials
2012-12-31,320335,GL,4235818,218865000,Financial Services
2012-12-31,36104,USB,61264601,1956791000,Financial Services
2012-12-31,36270,MTB,5382040,529969000,Financial Services
2012-12-31,39899,TGNA,1740231,31342000,Communication Services
2012-12-31,40545,GE,588900,12361000,Industrials
2012-12-31,58361,LEE,88863,101000,Communication Services
2012-12-31,750556,GD,3877122,268568000,Industrials
2012-12-31,757011,USG1,17072192,479216000,Unknown
2012-12-31,78214,COP,24123911,1398945000,Energy
2012-12-31,79958,PCP,1977336,374547000,Unknown
2012-12-31,80424,PG,52793078,3584123000,Consumer Defensive
2012-12-31,809697,UPS,59400,4380000,Industrials
2012-12-31,851397,IBM,68115484,13047521000,Technology
2012-12-31,922812,AXP,151610700,8714584000,Financial Services
2012-12-31,927066,TRL,13607935,1504085000,Unknown
2013-03-31,1014473,VRSN,8174100,386389000,Technology
2013-03-31,1021860,NOV,7484300,529514000,Energy
2013-03-31,1027884,CBI,6508600,404185000,Unknown
2013-03-31,104169,WMT,49247235,3685170000,Consumer Defensive
2013-03-31,104889,GHC,1727765,772311000,Consumer Defensive
2013-03-31,105598,WFC,458170323,16947720000,Financial Services
2013-03-31,1059556,DUT,28415250,1515101000,Unknown
2013-03-31,1103982,MDLZ,7052750,215919000,Consumer Defensive
2013-03-31,1121404,SNY,4063675,207573000,Healthcare
2013-03-31,1131399,GSK,1510500,70858000,Healthcare
2013-03-31,1141391,MA,405000,219158000,Financial Services
2013-03-31,1339947,VIAB,7607200,467691000,Unknown
2013-03-31,1390777,BK,18939115,530106000,Financial Services
2013-03-31,1390844,WBC1EUR,4076325,287748000,Unknown
2013-03-31,1393231,COST,4333363,459813000,Consumer Defensive
2013-03-31,1403161,V,1555459,264179000,Financial Services
2013-03-31,1442145,VRSK,1563434,96339000,Industrials
2013-03-31,1465112,DTV1,37275400,2109415000,Unknown
2013-03-31,1467858,GM,25000000,695500000,Consumer Cyclical
2013-03-31,1507934,STRZA,5622340,124535000,Unknown
2013-03-31,1534701,PSX,27163918,1900660000,Energy
2013-03-31,1545158,KRFT,1602061,82554000,Unknown
2013-03-31,1560385,FWONA,5622340,627622000,Communication Services
2013-03-31,200406,JNJ,327100,26668000,Healthcare
2013-03-31,21344,KO,400000000,16176000000,Consumer Defensive
2013-03-31,216539,MEG1,4646220,27599000,Unknown
2013-03-31,315189,DE,3978767,342094000,Industrials
2013-03-31,320335,GL,4235818,253302000,Financial Services
2013-03-31,36104,USB,61458101,2085274000,Financial Services
2013-03-31,36270,MTB,5382040,555211000,Financial Services
2013-03-31,39899,TGNA,1740231,38059000,Communication Services
2013-03-31,40545,GE,588900,13615000,Industrials
2013-03-31,58361,LEE,88863,113000,Communication Services
2013-03-31,757011,USG1,17072192,451389000,Unknown
2013-03-31,78214,COP,24123911,1449847000,Energy
2013-03-31,79958,PCP,1977336,374942000,Unknown
2013-03-31,80424,PG,52793078,4068235000,Consumer Defensive
2013-03-31,809697,UPS,59400,5102000,Industrials
2013-03-31,851397,IBM,68121984,14530420000,Technology
2013-03-31,922812,AXP,151610700,10227658000,Financial Services
2013-03-31,927066,TRL,14973906,1775756000,Unknown
