filedFor,ticker,value,industry
2013-06-30,AXP,11334417000,Financial Services
2013-06-30,BK,691264000,Financial Services
2013-06-30,CBI,569798000,Unknown
2013-06-30,COP,1459497000,Energy
2013-06-30,COST,479140000,Consumer Defensive
2013-06-30,DE,323275000,Industrials
2013-06-30,DISH,23272000,Unknown
2013-06-30,DTV1,2297655000,Unknown
2013-06-30,DVA,1808848000,Healthcare
2013-06-30,FWONA,712688000,Communication Services
2013-06-30,GE,13657000,Industrials
2013-06-30,GHC,835840000,Consumer Defensive
2013-06-30,GL,275921000,Financial Services
2013-06-30,GM,1332400000,Consumer Cyclical
2013-06-30,IBM,13018792000,Technology
2013-06-30,JNJ,28085000,Healthcare
2013-06-30,KO,16044001000,Consumer Defensive
2013-06-30,KRFT,10764000,Unknown
2013-06-30,LEE,181000,Communication Services
2013-06-30,MA,232673000,Financial Services
2013-06-30,MCO,1518508000,Financial Services
2013-06-30,MDLZ,16490000,Consumer Defensive
2013-06-30,MEG1,51248000,Unknown
2013-06-30,MTB,601444000,Financial Services
2013-06-30,NOV,611832000,Energy
2013-06-30,PCP,446898000,Unknown
2013-06-30,PG,4064539000,Consumer Defensive
2013-06-30,PSX,1600226000,Energy
2013-06-30,STRZA,124254000,Unknown
2013-06-30,UPS,5137000,Industrials
2013-06-30,USB,2829725000,Financial Services
2013-06-30,USG,393514000,Unknown
2013-06-30,V,284260000,Financial Services
2013-06-30,VIAB,517518000,Unknown
2013-06-30,VRSK,93337000,Industrials
2013-06-30,VRSN,486679000,Technology
2013-06-30,WBC,304461000,Unknown
2013-06-30,WFC,19113442000,Financial Services
2013-06-30,WMT,3668426000,Consumer Defensive
2013-06-30,XOM,2822906,Energy
2013-09-30,AXP,11449640000,Financial Services
2013-09-30,BK,744269000,Financial Services
2013-09-30,CBI,647254000,Unknown
2013-09-30,COP,940419000,Energy
2013-09-30,COST,499073000,Consumer Defensive
2013-09-30,DE,323832000,Industrials
2013-09-30,DISH,24635000,Unknown
2013-09-30,DTV1,2182848000,Unknown
2013-09-30,DVA,1789325000,Healthcare
2013-09-30,FWONA,827327000,Communication Services
2013-09-30,GE,14069000,Industrials
2013-09-30,GHC,1056270000,Consumer Defensive
2013-09-30,GL,306461000,Financial Services
2013-09-30,GM,1438800000,Consumer Cyclical
2013-09-30,IBM,12614828000,Technology
2013-09-30,JNJ,28356000,Healthcare
2013-09-30,KO,15152001000,Consumer Defensive
2013-09-30,KRFT,10111000,Unknown
2013-09-30,LEE,235000,Communication Services
2013-09-30,MA,272476000,Financial Services
2013-09-30,MCO,1752777000,Financial Services
2013-09-30,MDLZ,18161000,Consumer Defensive
2013-09-30,MEG1,66255000,Unknown
2013-09-30,MTB,602358000,Financial Services
2013-09-30,NOV,693617000,Energy
2013-09-30,PCP,449330000,Unknown
2013-09-30,PG,3990629000,Consumer Defensive
2013-09-30,PSX,1570618000,Energy
2013-09-30,STRZA,158156000,Unknown
2013-09-30,UPS,5427000,Industrials
2013-09-30,USB,2894119000,Financial Services
2013-09-30,USG,487923000,Unknown
2013-09-30,V,297248000,Financial Services
2013-09-30,VIAB,635809000,Unknown
2013-09-30,VRSK,101561000,Industrials
2013-09-30,VRSN,557832000,Technology
2013-09-30,WBC,343471000,Unknown
2013-09-30,WFC,19136598000,Financial Services
2013-09-30,WMT,3642325000,Consumer Defensive
2013-09-30,XOM,3449290000,Energy
2013-12-31,AXP,13755639000,Financial Services
2013-12-31,BK,861370000,Financial Services
2013-12-31,CBI,794050000,Unknown
2013-12-31,COP,782799000,Energy
2013-12-31,COST,515757000,Consumer Defensive
2013-12-31,DE,363381000,Industrials
2013-12-31,DTV1,2521705000,Unknown
2013-12-31,DVA,2310552000,Healthcare
2013-12-31,FWONA,775347000,Communication Services
2013-12-31,GE,296712000,Industrials
2013-12-31,GHC,1146062000,Consumer Defensive
2013-12-31,GL,331029000,Financial Services
2013-12-31,GM,1634800000,Consumer Cyclical
2013-12-31,GS,2239065000,Financial Services
2013-12-31,IBM,12777641000,Technology
2013-12-31,JNJ,29959000,Healthcare
2013-12-31,KO,16524000000,Consumer Defensive
2013-12-31,KRFT,10387000,Unknown
2013-12-31,LBTYA,262397000,Communication Services
2013-12-31,LEE,308000,Communication Services
2013-12-31,MA,338361000,Financial Services
2013-12-31,MCO,1935837000,Financial Services
2013-12-31,MDLZ,20403000,Consumer Defensive
2013-12-31,MEG1,105005000,Unknown
2013-12-31,MTB,626576000,Financial Services
2013-12-31,NOV,706226000,Energy
2013-12-31,PCP,532496000,Unknown
2013-12-31,PG,4297885000,Consumer Defensive
2013-12-31,PSX,2095153000,Energy
2013-12-31,STRZA,132804000,Unknown
2013-12-31,UPS,6242000,Industrials
2013-12-31,USB,3204565000,Financial Services
2013-12-31,USG,990184000,Unknown
2013-12-31,V,346370000,Financial Services
2013-12-31,VIAB,664412000,Unknown
2013-12-31,VRSK,102749000,Industrials
2013-12-31,VRSN,655280000,Technology
2013-12-31,WBC,380770000,Unknown
2013-12-31,WFC,21040998000,Financial Services
2013-12-31,WMT,3893875000,Consumer Defensive
2013-12-31,XOM,4162320000,Energy
2014-03-31,AXP,13649511000,Financial Services
2014-03-31,BK,869997000,Financial Services
2014-03-31,CBI,832348000,Unknown
2014-03-31,COP,779475000,Energy
2014-03-31,COST,483950000,Consumer Defensive
2014-03-31,DE,361272000,Industrials
2014-03-31,DTV1,2637614000,Unknown
2014-03-31,DVA,2590216000,Healthcare
2014-03-31,FWONA,692869000,Communication Services
2014-03-31,GE,274059000,Industrials
2014-03-31,GHC,1215915000,Consumer Defensive
2014-03-31,GL,333359000,Financial Services
2014-03-31,GM,1032600000,Consumer Cyclical
2014-03-31,GS,2069676000,Financial Services
2014-03-31,IBM,13157670000,Technology
2014-03-31,JNJ,32131000,Healthcare
2014-03-31,KO,15464001000,Consumer Defensive
2014-03-31,KRFT,10809000,Unknown
2014-03-31,LBTYA,305634000,Communication Services
2014-03-31,LBTYK,299095000,Communication Services
2014-03-31,LEE,397000,Communication Services
2014-03-31,MA,302535000,Financial Services
2014-03-31,MCO,1956807000,Financial Services
2014-03-31,MDLZ,19970000,Consumer Defensive
2014-03-31,MEG1,85351000,Unknown
2014-03-31,MTB,652842000,Financial Services
2014-03-31,NOV,691486000,Energy
2014-03-31,PCP,499792000,Unknown
2014-03-31,PG,4255122000,Consumer Defensive
2014-03-31,PSX,750664000,Energy
2014-03-31,STRZA,61963000,Unknown
2014-03-31,UPS,5784000,Industrials
2014-03-31,USB,3429944000,Financial Services
2014-03-31,USG,1141607000,Unknown
2014-03-31,V,335761000,Financial Services
2014-03-31,VIAB,646535000,Unknown
2014-03-31,VRSK,93744000,Industrials
2014-03-31,VRSN,629974000,Technology
2014-03-31,VZ,524352000,Communication Services
2014-03-31,WBC,430297000,Unknown
2014-03-31,WFC,23052408000,Financial Services
2014-03-31,WMT,4436946000,Consumer Defensive
2014-03-31,XOM,4017544000,Energy
2014-06-30,AXP,14383308000,Financial Services
2014-06-30,BK,923989000,Financial Services
2014-06-30,CBI,729816000,Unknown
2014-06-30,CHTR,365701000,Communication Services
2014-06-30,COP,116184000,Energy
2014-06-30,COST,499030000,Consumer Defensive
2014-06-30,DE,360277000,Industrials
2014-06-30,DNOW,66104000,Industrials
2014-06-30,DTV1,1995014000,Unknown
2014-06-30,DVA,2720762000,Healthcare
2014-06-30,FWONA,546720000,Communication Services
2014-06-30,GE,278186000,Industrials
2014-06-30,GHC,77251000,Consumer Defensive
2014-06-30,GL,346998000,Financial Services
2014-06-30,GM,1196451000,Consumer Cyclical
2014-06-30,GS,2115024000,Financial Services
2014-06-30,IBM,12720437000,Technology
2014-06-30,JNJ,34221000,Healthcare
2014-06-30,KO,16944000000,Consumer Defensive
2014-06-30,KRFT,11550000,Unknown
2014-06-30,LBTYA,436299000,Communication Services
2014-06-30,LBTYK,310850000,Communication Services
2014-06-30,LEE,395000,Communication Services
2014-06-30,MA,297554000,Financial Services
2014-06-30,MCO,2162553000,Financial Services
2014-06-30,MDLZ,21739000,Consumer Defensive
2014-06-30,MEG1,95387000,Unknown
2014-06-30,MTB,667642000,Financial Services
2014-06-30,NOV,601342000,Energy
2014-06-30,PCP,473659000,Unknown
2014-06-30,PG,4149008000,Consumer Defensive
2014-06-30,PSX,522457000,Energy
2014-06-30,UPS,6098000,Industrials
2014-06-30,USB,3469692000,Financial Services
2014-06-30,USG,1175131000,Unknown
2014-06-30,V,379225000,Financial Services
2014-06-30,VIAB,659772000,Unknown
2014-06-30,VRSK,93837000,Industrials
2014-06-30,VRSN,633798000,Technology
2014-06-30,VZ,733996000,Communication Services
2014-06-30,WBC,435433000,Unknown
2014-06-30,WFC,24359359000,Financial Services
2014-06-30,WMT,4413910000,Consumer Defensive
2014-06-30,XOM,4140932000,Energy
2014-09-30,AXP,13272002000,Financial Services
2014-09-30,BK,905413000,Financial Services
2014-09-30,CBI,619059000,Unknown
2014-09-30,CHTR,749296000,Communication Services
2014-09-30,COP,36117000,Energy
2014-09-30,COST,543057000,Consumer Defensive
2014-09-30,DE,620451,Industrials
2014-09-30,DNOW,55515000,Industrials
2014-09-30,DTV1,2595600000,Unknown
2014-09-30,DVA,2751611000,Healthcare
2014-09-30,ESRX,31747000,Unknown
2014-09-30,FWONA,188720000,Communication Services
2014-09-30,FWONK,375920000,Communication Services
2014-09-30,GE,271200000,Industrials
2014-09-30,GHC,75259000,Consumer Defensive
2014-09-30,GL,332745000,Financial Services
2014-09-30,GM,1277600000,Consumer Cyclical
2014-09-30,GS,2318769000,Financial Services
2014-09-30,IBM,13378840000,Technology
2014-09-30,JNJ,34866000,Healthcare
2014-09-30,KO,17064001000,Consumer Defensive
2014-09-30,KRFT,10866000,Unknown
2014-09-30,LBTYA,442459000,Communication Services
2014-09-30,LBTYK,301336000,Communication Services
2014-09-30,LEE,300000,Communication Services
2014-09-30,MA,348562000,Financial Services
2014-09-30,MCO,2331294000,Financial Services
2014-09-30,MDLZ,19805000,Consumer Defensive
2014-09-30,MEG1,60912000,Unknown
2014-09-30,MTB,663552000,Financial Services
2014-09-30,NOV,485698000,Energy
2014-09-30,PCP,493237000,Unknown
2014-09-30,PG,4420893000,Consumer Defensive
2014-09-30,PSX,504317000,Energy
2014-09-30,UPS,5838000,Industrials
2014-09-30,USB,3350353000,Financial Services
2014-09-30,USG,1072166000,Unknown
2014-09-30,V,457954000,Financial Services
2014-09-30,VIAB,593069000,Unknown
2014-09-30,VRSK,95197000,Industrials
2014-09-30,VRSN,715733000,Technology
2014-09-30,VZ,749897000,Communication Services
2014-09-30,WBC,370742000,Unknown
2014-09-30,WFC,24039574000,Financial Services
2014-09-30,WMT,4617663000,Consumer Defensive
2014-09-30,XOM,3868243000,Energy
2014-12-31,AXP,14105859000,Financial Services
2014-12-31,BK,893050000,Financial Services
2014-12-31,CBI,449233000,Unknown
2014-12-31,CHTR,1032751000,Communication Services
2014-12-31,COST,614254000,Consumer Defensive
2014-12-31,DE,1512562000,Industrials
2014-12-31,DNOW,46972000,Industrials
2014-12-31,DTV1,2718346000,Unknown
2014-12-31,DVA,2920956000,Healthcare
2014-12-31,FWONA,141080000,Communication Services
2014-12-31,FWONK,280240000,Communication Services
2014-12-31,GE,267496000,Industrials
2014-12-31,GHC,92914000,Consumer Defensive
2014-12-31,GL,344181000,Financial Services
2014-12-31,GM,1431311000,Consumer Cyclical
2014-12-31,GS,2448370000,Financial Services
2014-12-31,IBM,12349358000,Technology
2014-12-31,JNJ,34205000,Healthcare
2014-12-31,KO,16887999000,Consumer Defensive
2014-12-31,KRFT,12072000,Unknown
2014-12-31,LBTYA,543034000,Communication Services
2014-12-31,LBTYK,354932000,Communication Services
2014-12-31,LEE,327000,Communication Services
2014-12-31,MA,465243000,Financial Services
2014-12-31,MCO,2363611000,Financial Services
2014-12-31,MDLZ,20996000,Consumer Defensive
2014-12-31,MEG1,77731000,Unknown
2014-12-31,MTB,676093000,Financial Services
2014-12-31,NOV,344582000,Energy
2014-12-31,PCP,687396000,Unknown
2014-12-31,PG,4808922000,Consumer Defensive
2014-12-31,PSX,470897000,Energy
2014-12-31,QSR,329428000,Consumer Cyclical
2014-12-31,TFCFA,182324000,Unknown
2014-12-31,UPS,6603000,Industrials
2014-12-31,USB,3600249000,Financial Services
2014-12-31,USG,1091666000,Unknown
2014-12-31,V,657936000,Financial Services
2014-12-31,VIAB,649723000,Unknown
2014-12-31,VRSK,100138000,Industrials
2014-12-31,VRSN,740145000,Technology
2014-12-31,VZ,701743000,Communication Services
2014-12-31,WBC,427117000,Unknown
2014-12-31,WFC,25406775000,Financial Services
2014-12-31,WMT,5185887000,Consumer Defensive
2015-03-31,AXP,11843828000,Financial Services
2015-03-31,BK,832180000,Financial Services
2015-03-31,CBI,527137000,Unknown
2015-03-31,CHTR,1154631000,Communication Services
2015-03-31,COST,656483000,Consumer Defensive
2015-03-31,DE,1517922000,Industrials
2015-03-31,DNOW,39506000,Industrials
2015-03-31,DTV1,2668181000,Unknown
2015-03-31,DVA,3134610000,Healthcare
2015-03-31,FWONA,154200000,Communication Services
2015-03-31,FWONK,305600000,Communication Services
2015-03-31,GE,262628000,Industrials
2015-03-31,GHC,112914000,Consumer Defensive
2015-03-31,GL,348947000,Financial Services
2015-03-31,GM,1537501000,Consumer Cyclical
2015-03-31,GS,2374349000,Financial Services
2015-03-31,IBM,12770201000,Technology
2015-03-31,JNJ,32906000,Healthcare
2015-03-31,KO,16220000000,Consumer Defensive
2015-03-31,KRFT,16784000,Unknown
2015-03-31,LBTYA,532344000,Communication Services
2015-03-31,LBTYK,365952000,Communication Services
2015-03-31,LEE,282000,Communication Services
2015-03-31,MA,451799000,Financial Services
2015-03-31,MCO,2560723000,Financial Services
2015-03-31,MDLZ,20860000,Consumer Defensive
2015-03-31,MEG1,76616000,Unknown
2015-03-31,MTB,683519000,Financial Services
2015-03-31,NOV,98925000,Energy
2015-03-31,PCP,882166000,Unknown
2015-03-31,PG,4325865000,Consumer Defensive
2015-03-31,PSX,589457000,Energy
2015-03-31,QSR,324112000,Consumer Cyclical
2015-03-31,TFCFA,210759000,Unknown
2015-03-31,UPS,5758000,Industrials
2015-03-31,USB,3658385000,Financial Services
2015-03-31,USG,1041354000,Unknown
2015-03-31,V,646588000,Financial Services
2015-03-31,VIAB,564505000,Unknown
2015-03-31,VRSK,111629000,Industrials
2015-03-31,VRSN,869605000,Technology
2015-03-31,VZ,729495000,Communication Services
2015-03-31,WBC,474709000,Unknown
2015-03-31,WFC,25583903000,Financial Services
2015-03-31,WMT,4966691000,Consumer Defensive
2015-06-30,AXP,11783184000,Financial Services
2015-06-30,AXTA,661600000,Basic Materials
2015-06-30,BK,867957000,Financial Services
2015-06-30,CBI,466719000,Unknown
2015-06-30,CHTR,1458139000,Communication Services
2015-06-30,COST,585264000,Consumer Defensive
2015-06-30,DE,1679944000,Industrials
2015-06-30,DNOW,36348000,Industrials
2015-06-30,DTV1,2909288000,Unknown
2015-06-30,DVA,3064805000,Healthcare
2015-06-30,FWONA,144160000,Communication Services
2015-06-30,FWONK,287200000,Communication Services
2015-06-30,GE,281257000,Industrials
2015-06-30,GHC,115649000,Consumer Defensive
2015-06-30,GL,369915000,Financial Services
2015-06-30,GM,1366530000,Consumer Cyclical
2015-06-30,GS,2637337000,Financial Services
2015-06-30,IBM,12942062000,Technology
2015-06-30,JNJ,31879000,Healthcare
2015-06-30,KO,15692001000,Consumer Defensive
2015-06-30,KRFT,16404000,Unknown
2015-06-30,LBTYA,559234000,Communication Services
2015-06-30,LBTYK,371977000,Communication Services
2015-06-30,LEE,296000,Communication Services
2015-06-30,MA,488878000,Financial Services
2015-06-30,MCO,2663349000,Financial Services
2015-06-30,MDLZ,23779000,Consumer Defensive
2015-06-30,MEG1,76756000,Unknown
2015-06-30,MTB,672379000,Financial Services
2015-06-30,PCP,839612000,Unknown
2015-06-30,PG,4130531000,Consumer Defensive
2015-06-30,PSX,2392467,Energy
2015-06-30,QSR,322425000,Consumer Cyclical
2015-06-30,TFCFA,202693000,Unknown
2015-06-30,UPS,5756000,Industrials
2015-06-30,USB,3691742000,Financial Services
2015-06-30,USG,1083866000,Unknown
2015-06-30,V,663788000,Financial Services
2015-06-30,VIAB,365004000,Unknown
2015-06-30,VRSK,113755000,Industrials
2015-06-30,VRSN,801434000,Technology
2015-06-30,VZ,699193000,Communication Services
2015-06-30,WBC,467315000,Unknown
2015-06-30,WFC,26449243000,Financial Services
2015-06-30,WMT,4283129000,Consumer Defensive
2015-09-30,AXP,11238901000,Financial Services
2015-09-30,AXTA,587875000,Basic Materials
2015-09-30,BK,787393000,Financial Services
2015-09-30,CBI,78653000,Unknown
2015-09-30,CHTR,1808020000,Communication Services
2015-09-30,COST,626474000,Consumer Defensive
2015-09-30,DE,1261857000,Industrials
2015-09-30,DNOW,27018000,Industrials
2015-09-30,DVA,2789448000,Healthcare
2015-09-30,FWONA,278617000,Communication Services
2015-09-30,FWONK,530210000,Communication Services
2015-09-30,GE,266966000,Industrials
2015-09-30,GHC,62071000,Consumer Defensive
2015-09-30,GL,358350000,Financial Services
2015-09-30,GM,1501000000,Consumer Cyclical
2015-09-30,GS,1904326000,Financial Services
2015-09-30,IBM,11747419000,Technology
2015-09-30,JNJ,30535000,Healthcare
2015-09-30,KHC,22983305000,Consumer Defensive
2015-09-30,KO,16047999000,Consumer Defensive
2015-09-30,LBTYA,513446000,Communication Services
2015-09-30,LBTYK,301373000,Communication Services
2015-09-30,LEE,185000,Communication Services
2015-09-30,LILA,17422000,Communication Services
2015-09-30,LILAK,12578000,Communication Services
2015-09-30,MA,471306000,Financial Services
2015-09-30,MCO,2422572000,Financial Services
2015-09-30,MDLZ,24201000,Consumer Defensive
2015-09-30,MEG1,48564000,Unknown
2015-09-30,MTB,656340000,Financial Services
2015-09-30,PCP,964963000,Unknown
2015-09-30,PG,3797934000,Consumer Defensive
2015-09-30,PSX,4724655000,Energy
2015-09-30,QSR,303101000,Consumer Cyclical
2015-09-30,T,1932670000,Communication Services
2015-09-30,TFCFA,241522000,Unknown
2015-09-30,UPS,5862000,Industrials
2015-09-30,USB,3488441000,Financial Services
2015-09-30,USG,1038234000,Unknown
2015-09-30,V,688600000,Financial Services
2015-09-30,VRSK,115553000,Industrials
2015-09-30,VRSN,916222000,Technology
2015-09-30,VZ,652691000,Communication Services
2015-09-30,WBC,373110000,Unknown
2015-09-30,WFC,24149513000,Financial Services
2015-09-30,WMT,3643055000,Consumer Defensive
2015-12-31,AXP,10544524000,Financial Services
2015-12-31,AXTA,621585000,Basic Materials
2015-12-31,BK,829026000,Financial Services
2015-12-31,CHTR,1882561000,Communication Services
2015-12-31,COST,699838000,Consumer Defensive
2015-12-31,DE,1745375000,Industrials
2015-12-31,DNOW,28880000,Industrials
2015-12-31,DVA,2688406000,Healthcare
2015-12-31,FWONA,306150000,Communication Services
2015-12-31,FWONK,585909000,Communication Services
2015-12-31,GE,329739000,Industrials
2015-12-31,GHC,52171000,Consumer Defensive
2015-12-31,GL,363180000,Financial Services
2015-12-31,GM,1700501000,Consumer Cyclical
2015-12-31,GS,1975234000,Financial Services
2015-12-31,IBM,11151823000,Technology
2015-12-31,JNJ,33600000,Healthcare
2015-12-31,KHC,23693189000,Consumer Defensive
2015-12-31,KMI,395880000,Energy
2015-12-31,KO,17184000000,Consumer Defensive
2015-12-31,LBTYA,531377000,Communication Services
2015-12-31,LBTYK,299536000,Communication Services
2015-12-31,LEE,149000,Communication Services
2015-12-31,LILA,21394000,Communication Services
2015-12-31,LILAK,15796000,Communication Services
2015-12-31,MA,509169000,Financial Services
2015-12-31,MCO,2475366000,Financial Services
2015-12-31,MDLZ,25918000,Consumer Defensive
2015-12-31,MEG1,56062000,Unknown
2015-12-31,MTB,652195000,Financial Services
2015-12-31,PCP,974626000,Unknown
2015-12-31,PG,4192298000,Consumer Defensive
2015-12-31,PSX,5029632000,Energy
2015-12-31,QSR,315252000,Consumer Cyclical
2015-12-31,T,1602719000,Communication Services
2015-12-31,TFCFA,243133000,Unknown
2015-12-31,UPS,5716000,Industrials
2015-12-31,USB,3629646000,Financial Services
2015-12-31,USG,947359000,Unknown
2015-12-31,V,766594000,Financial Services
2015-12-31,VRSK,120197000,Industrials
2015-12-31,VRSN,1134370000,Technology
2015-12-31,VZ,693343000,Communication Services
2015-12-31,WBC,340650000,Unknown
2015-12-31,WFC,26076724000,Financial Services
2015-12-31,WMT,3444158000,Consumer Defensive
2016-03-31,AAPL,1069382000,Technology
2016-03-31,AXP,9308898000,Financial Services
2016-03-31,AXTA,681061000,Basic Materials
2016-03-31,BK,767066000,Financial Services
2016-03-31,CHTR,2090455000,Communication Services
2016-03-31,COST,682851000,Consumer Defensive
2016-03-31,DE,1792404000,Industrials
2016-03-31,DNOW,32349000,Industrials
2016-03-31,DVA,2829941000,Healthcare
2016-03-31,FWONA,386300000,Communication Services
2016-03-31,FWONK,761800000,Communication Services
2016-03-31,GE,336514000,Industrials
2016-03-31,GHC,51636000,Consumer Defensive
2016-03-31,GL,344118000,Financial Services
2016-03-31,GM,1571500000,Consumer Cyclical
2016-03-31,GS,1720425000,Financial Services
2016-03-31,IBM,12302631000,Technology
2016-03-31,JNJ,35392000,Healthcare
2016-03-31,KHC,25581871000,Consumer Defensive
2016-03-31,KMI,473889000,Energy
2016-03-31,KO,18556000000,Consumer Defensive
2016-03-31,LBTYA,599732000,Communication Services
2016-03-31,LBTYK,275952000,Communication Services
2016-03-31,LEE,160000,Communication Services
2016-03-31,LILA,18131000,Communication Services
2016-03-31,LILAK,13915000,Communication Services
2016-03-31,MA,466334000,Financial Services
2016-03-31,MCO,2382113000,Financial Services
2016-03-31,MDLZ,23189000,Consumer Defensive
2016-03-31,MEG1,56617000,Unknown
2016-03-31,MTB,597406000,Financial Services
2016-03-31,PG,25961000,Consumer Defensive
2016-03-31,PSX,6541939000,Energy
2016-03-31,QSR,327656000,Consumer Cyclical
2016-03-31,TFCFA,249578000,Unknown
2016-03-31,UPS,6265000,Industrials
2016-03-31,USB,3452714000,Financial Services
2016-03-31,USG,967640000,Unknown
2016-03-31,V,783091000,Financial Services
2016-03-31,VRSK,124950000,Industrials
2016-03-31,VRSN,1149692000,Technology
2016-03-31,VZ,811250000,Communication Services
2016-03-31,WBC,346110000,Unknown
2016-03-31,WFC,23198499000,Financial Services
2016-03-31,WMT,3783104000,Consumer Defensive
2016-06-30,AAPL,1455768000,Technology
2016-06-30,AXP,9211866000,Financial Services
2016-06-30,AXTA,618786000,Basic Materials
2016-06-30,BK,809137000,Financial Services
2016-06-30,CHTR,2134924000,Communication Services
2016-06-30,COST,680511000,Consumer Defensive
2016-06-30,DE,1779577000,Industrials
2016-06-30,DNOW,33116000,Industrials
2016-06-30,DVA,2981889000,Healthcare
2016-06-30,FWONA,47850000,Communication Services
2016-06-30,FWONK,94850000,Communication Services
2016-06-30,GE,333233000,Industrials
2016-06-30,GHC,52663000,Consumer Defensive
